date	run_id	series	mode	seed	trials	detected	mutation_policy	fixture_name	fixture_size	fixture_sha256	raw_tsv_relpath	raw_tsv_sha256	signed_binary_sha256	source_commit	target	host	provenance
2026-03-06	legacy-2026-03-06-aac-6c1dd350fa32	aac/sample.m4a/15865	bolter	42	100	3	contiguous-byte-span-v1	sample.m4a	15865	unknown	docs/corruption-sweep-results/aac_bolter.tsv	6c1dd350fa32cb63307d2b8c599d5cd9aea631ab882bc7e16708463afb855a5e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aac-197d96c3c993	aac/sample.m4a/15865	shotgun	42	100	31	random-4096-byte-overwrite-v1	sample.m4a	15865	unknown	docs/corruption-sweep-results/aac_shotgun.tsv	197d96c3c993cd65bcb04ecdd188bf73113a23e0daeee2dec8b09f9ecb08039f	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aac-0a6177a98ea4	aac/sample.m4a/15865	sniper	42	100	4	single-bit-v1	sample.m4a	15865	unknown	docs/corruption-sweep-results/aac_sniper.tsv	0a6177a98ea4dc4297c596e1528c08cf59c99dfb449d8664aa1b68ad899cd622	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aac_adts-54d6ba1aadda	aac_adts/sample.aac/9307	bolter	42	100	10	contiguous-byte-span-v1	sample.aac	9307	unknown	docs/corruption-sweep-results/aac_adts_bolter.tsv	54d6ba1aadda3c25ff216ffd67c0894b90026fe2d789b030fa3b9f9bf87989fd	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aac_adts-5d5d6990be5f	aac_adts/sample.aac/9307	shotgun	42	100	20	random-4096-byte-overwrite-v1	sample.aac	9307	unknown	docs/corruption-sweep-results/aac_adts_shotgun.tsv	5d5d6990be5f32f00e10eef2015783b1fcd0350133a8872c43cf79dddc516355	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aac_adts-b37c9ab862f2	aac_adts/sample.aac/9307	sniper	42	100	6	single-bit-v1	sample.aac	9307	unknown	docs/corruption-sweep-results/aac_adts_sniper.tsv	b37c9ab862f2a221edc5cd315910ab8f69d469bd425d9b331b66bc91b7eaad35	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-accdb-0cbf2e089e31	accdb/sample.accdb/4096	bolter	42	100	0	contiguous-byte-span-v1	sample.accdb	4096	unknown	docs/corruption-sweep-results/accdb_bolter.tsv	0cbf2e089e310fbcee09dd20b518221a78a167854bfdb236afaf25325f4a271e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-accdb-6bd31b4572c0	accdb/sample.accdb/4096	shotgun	42	100	73	random-4096-byte-overwrite-v1	sample.accdb	4096	unknown	docs/corruption-sweep-results/accdb_shotgun.tsv	6bd31b4572c0d6bcdd5ab216d1a3dab0fc8b8c3a24534765f283aea07bbe1c77	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-accdb-00156b812663	accdb/sample.accdb/4096	sniper	42	100	1	single-bit-v1	sample.accdb	4096	unknown	docs/corruption-sweep-results/accdb_sniper.tsv	00156b812663b1fda71bc358991cd3dc8d7913433f807aacf553e677edf2cdaf	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aiff-46aa3167e6f5	aiff/sample.aiff/8054	bolter	42	100	0	contiguous-byte-span-v1	sample.aiff	8054	unknown	docs/corruption-sweep-results/aiff_bolter.tsv	46aa3167e6f5d8e305e4f679157d1aff0f067ab0823d6dd436270ca92bfbe43e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aiff-09f892d22b04	aiff/sample.aiff/8054	shotgun	42	100	1	random-4096-byte-overwrite-v1	sample.aiff	8054	unknown	docs/corruption-sweep-results/aiff_shotgun.tsv	09f892d22b04bb44a8b04ed7f1faebe5615803229eda553dced04149ceec598a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-aiff-d6bc8abc1675	aiff/sample.aiff/8054	sniper	42	100	0	single-bit-v1	sample.aiff	8054	unknown	docs/corruption-sweep-results/aiff_sniper.tsv	d6bc8abc16755b9d96fd50f0ee2d918d466b54e8fec296c7e2a64be98e2d134a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-alac-85db3ab862bd	alac/sample.m4a/18399	bolter	42	100	0	contiguous-byte-span-v1	sample.m4a	18399	unknown	docs/corruption-sweep-results/alac_bolter.tsv	85db3ab862bdabe2c2e584bbc133977dd80b78cf3b508e73b69569044dc2b08d	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-alac-ea64fb2d1712	alac/sample.m4a/18399	shotgun	42	100	100	random-4096-byte-overwrite-v1	sample.m4a	18399	unknown	docs/corruption-sweep-results/alac_shotgun.tsv	ea64fb2d171284fe81dd02f9b3fb7508ee37c09a4a6d24bb6a2829fece12d6d6	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-alac-cb7c9e8e2125	alac/sample.m4a/18399	sniper	42	100	1	single-bit-v1	sample.m4a	18399	unknown	docs/corruption-sweep-results/alac_sniper.tsv	cb7c9e8e21256f298adcc11914dfcf3a741a93f80ce7bf61922eecb846cf1ee1	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-arw-d267a77a1945	arw/sony_ilce_7s.arw/6160384	bolter	42	100	4	contiguous-byte-span-v1	sony_ilce_7s.arw	6160384	unknown	docs/corruption-sweep-results/arw_bolter.tsv	d267a77a1945d71a41d77b94545677a605f86a5471a807c32edb2e9e19b6e0d6	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-arw-29e9f27be06b	arw/sony_ilce_7s.arw/6160384	shotgun	42	100	0	random-4096-byte-overwrite-v1	sony_ilce_7s.arw	6160384	unknown	docs/corruption-sweep-results/arw_shotgun.tsv	29e9f27be06bc842948c8e23c8b8b6a98eb427439bb07ad6c9c7632b22599de1	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-arw-aa329df62391	arw/sony_ilce_7s.arw/6160384	sniper	42	100	0	single-bit-v1	sony_ilce_7s.arw	6160384	unknown	docs/corruption-sweep-results/arw_sniper.tsv	aa329df62391b474dce9a1efe5fec9d3288b3e5ad4ca6037cc23734d54282a66	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-asf-5d00ba3c1cc2	asf/sample.asf/7123	bolter	42	100	4	contiguous-byte-span-v1	sample.asf	7123	unknown	docs/corruption-sweep-results/asf_bolter.tsv	5d00ba3c1cc2d19c0e96acab4dcf017f6d9976a9d2f6c56221f033f66e65e496	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-asf-8a258dd34e71	asf/sample.asf/7123	shotgun	42	100	0	random-4096-byte-overwrite-v1	sample.asf	7123	unknown	docs/corruption-sweep-results/asf_shotgun.tsv	8a258dd34e718d02a21b33e6795502570d92d6636909e7ce6d70dcdc8a3b1e14	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-asf-a4e49981acb2	asf/sample.asf/7123	sniper	42	100	1	single-bit-v1	sample.asf	7123	unknown	docs/corruption-sweep-results/asf_sniper.tsv	a4e49981acb23adcb23f4b9ceb6e46cef6b1d47cd9d458f74c1e61ff141e25ba	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-au-26dabba349a3	au/sample.au/8852	bolter	42	100	0	contiguous-byte-span-v1	sample.au	8852	unknown	docs/corruption-sweep-results/au_bolter.tsv	26dabba349a386eef5ca1ef3be2dd0e1b8bc95f43eeb9bdba961e8f88f909d7d	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-au-05f92f5f1ac2	au/sample.au/8852	shotgun	42	100	0	random-4096-byte-overwrite-v1	sample.au	8852	unknown	docs/corruption-sweep-results/au_shotgun.tsv	05f92f5f1ac2b72d7d0be274afdc16deeb372acfdf94e906dc604ef7026e19ba	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-au-3f3c5fa6a0cd	au/sample.au/8852	sniper	42	100	0	single-bit-v1	sample.au	8852	unknown	docs/corruption-sweep-results/au_sniper.tsv	3f3c5fa6a0cd9ec96313474a9a4cba66d190abeaae103a0258b239dfd895b33a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-av1-42b7d015b18b	av1/sample.av1/7741	bolter	42	100	6	contiguous-byte-span-v1	sample.av1	7741	unknown	docs/corruption-sweep-results/av1_bolter.tsv	42b7d015b18bcd5c50906f3b13b204860450fc5aabe1a40dda3d4dbb2b83f99f	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-av1-b41d823b39d9	av1/sample.av1/7741	shotgun	42	100	100	random-4096-byte-overwrite-v1	sample.av1	7741	unknown	docs/corruption-sweep-results/av1_shotgun.tsv	b41d823b39d9225706015a28cbb52d352d8bc6c278d66584fc34ca3c7b5b33a8	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-av1-137ed893e947	av1/sample.av1/7741	sniper	42	100	5	single-bit-v1	sample.av1	7741	unknown	docs/corruption-sweep-results/av1_sniper.tsv	137ed893e9474b7c5b57b40b05a354bc8d7c0da4bbe819c8ced78e70b4c6a9ed	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-avif-9b45785820d9	avif/butterfly.avif/87356	bolter	42	100	0	contiguous-byte-span-v1	butterfly.avif	87356	unknown	docs/corruption-sweep-results/avif_bolter.tsv	9b45785820d9132853d78955d93f40919c16fe7a4322774746e2eb339fd154a1	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-avif-753cecd85fcc	avif/butterfly.avif/87356	shotgun	42	100	1	random-4096-byte-overwrite-v1	butterfly.avif	87356	unknown	docs/corruption-sweep-results/avif_shotgun.tsv	753cecd85fcccaaff5872cf3d5074c4c0427923076edff5b20b7782d8212c8df	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-avif-39ba7e8e9de4	avif/butterfly.avif/87356	sniper	42	100	0	single-bit-v1	butterfly.avif	87356	unknown	docs/corruption-sweep-results/avif_sniper.tsv	39ba7e8e9de489f749ca3924b86714fb17bbff381dd3f8e26f34d2d303700aa0	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-blorb-b4c9dcde9305	blorb/Alabaster.gblorb/3132122	bolter	42	100	0	contiguous-byte-span-v1	Alabaster.gblorb	3132122	unknown	docs/corruption-sweep-results/blorb_bolter.tsv	b4c9dcde9305dfef1d90c8c66511f08ed8e68acb133488ccc4231f6a74ffba8b	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-blorb-90e6d41483fc	blorb/Alabaster.gblorb/3132122	shotgun	42	100	0	random-4096-byte-overwrite-v1	Alabaster.gblorb	3132122	unknown	docs/corruption-sweep-results/blorb_shotgun.tsv	90e6d41483fc33fed438ac4f3750e2685fe6ba8021e89d2e94cb69be8bdf768c	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-blorb-7603f4f4c725	blorb/Alabaster.gblorb/3132122	sniper	42	100	0	single-bit-v1	Alabaster.gblorb	3132122	unknown	docs/corruption-sweep-results/blorb_sniper.tsv	7603f4f4c725d30917e6fcb3427de252a94199a0fb4883a33ef3e7cff9d8fd14	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-caf-d86047e276dc	caf/sample.caf/8949	bolter	42	100	0	contiguous-byte-span-v1	sample.caf	8949	unknown	docs/corruption-sweep-results/caf_bolter.tsv	d86047e276dc47f72cfb5922dfada6263e64cc750c2640551e54605a51e3d069	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-caf-533f32783c22	caf/sample.caf/8949	shotgun	42	100	1	random-4096-byte-overwrite-v1	sample.caf	8949	unknown	docs/corruption-sweep-results/caf_shotgun.tsv	533f32783c22b49cbe6760e9769fabe36c3cac8b68c1871e030220e1d7bbda23	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-caf-d3cf2bb31db7	caf/sample.caf/8949	sniper	42	100	0	single-bit-v1	sample.caf	8949	unknown	docs/corruption-sweep-results/caf_sniper.tsv	d3cf2bb31db792631c8ea6346eb44260cff96169e29153cbb054d04a8aaf2aff	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-coff-d61fedbea1c4	coff/sample.o/10306	bolter	42	100	0	contiguous-byte-span-v1	sample.o	10306	unknown	docs/corruption-sweep-results/coff_bolter.tsv	d61fedbea1c466323b5c07c68b33ed64c3f76ea6ac23b476d7e9cd46800d6f7c	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-coff-0c379650075e	coff/sample.o/10306	shotgun	42	100	1	random-4096-byte-overwrite-v1	sample.o	10306	unknown	docs/corruption-sweep-results/coff_shotgun.tsv	0c379650075e1b95c476e2ac4334a3a9ee8f21043ae87560f23b89f801899920	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-coff-5515ea44f86c	coff/sample.o/10306	sniper	42	100	0	single-bit-v1	sample.o	10306	unknown	docs/corruption-sweep-results/coff_sniper.tsv	5515ea44f86c2636aa300d1acdf4994abeafa11c06d62bca4059ba96361d8ab8	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-cpt-4df44f4ba9f3	cpt/sample.cpt/19731	bolter	42	100	100	contiguous-byte-span-v1	sample.cpt	19731	unknown	docs/corruption-sweep-results/cpt_bolter.tsv	4df44f4ba9f3a1f120d843368982616dd009799e9806a76899002a79c99fbeb2	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-cpt-5325cb1b9dd6	cpt/sample.cpt/19731	shotgun	42	100	100	random-4096-byte-overwrite-v1	sample.cpt	19731	unknown	docs/corruption-sweep-results/cpt_shotgun.tsv	5325cb1b9dd6d82fe8dd93e4d381f2550f8d23e54221b2c1b1552b12ca586ede	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-cpt-0ad08790ab88	cpt/sample.cpt/19731	sniper	42	100	100	single-bit-v1	sample.cpt	19731	unknown	docs/corruption-sweep-results/cpt_sniper.tsv	0ad08790ab88145cf308656446dd48400a37b7601e1f939a4c089a34a548aefc	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dicom-3c09af0a3a03	dicom/CT_small.dcm/39206	bolter	42	100	9	contiguous-byte-span-v1	CT_small.dcm	39206	unknown	docs/corruption-sweep-results/dicom_bolter.tsv	3c09af0a3a03942a3bacb07608c04f3a5ea808f72c4def7d844b1e0cee7e3453	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dicom-67beb420b95e	dicom/CT_small.dcm/39206	shotgun	42	100	20	random-4096-byte-overwrite-v1	CT_small.dcm	39206	unknown	docs/corruption-sweep-results/dicom_shotgun.tsv	67beb420b95eaf4e3f776f30a3c7e6cdbe447625de719b765f982ced964138ab	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dicom-ce3bb24c496e	dicom/CT_small.dcm/39206	sniper	42	100	5	single-bit-v1	CT_small.dcm	39206	unknown	docs/corruption-sweep-results/dicom_sniper.tsv	ce3bb24c496e0e95b317e2d5d3a95302825b3be79fd7ec4285ac3102adc66f45	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dmg-e239db29e2b3	dmg/sample.dmg/16952	bolter	42	100	0	contiguous-byte-span-v1	sample.dmg	16952	unknown	docs/corruption-sweep-results/dmg_bolter.tsv	e239db29e2b3129b3dd83fe5b0964ddb59d32a70ab54da8bdc135d4198390807	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dmg-953fddcce829	dmg/sample.dmg/16952	shotgun	42	100	10	random-4096-byte-overwrite-v1	sample.dmg	16952	unknown	docs/corruption-sweep-results/dmg_shotgun.tsv	953fddcce82989f1d2721ce79331cb05b430822ac4cec00cced937b4258ea7fe	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dmg-7b674f31d9a7	dmg/sample.dmg/16952	sniper	42	100	0	single-bit-v1	sample.dmg	16952	unknown	docs/corruption-sweep-results/dmg_sniper.tsv	7b674f31d9a7b5495bdc0429de897b9526c2165af428a64858363b95a76c35bb	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-doc-199ea9617f91	doc/word95_large.doc/603136	bolter	42	100	2	contiguous-byte-span-v1	word95_large.doc	603136	unknown	docs/corruption-sweep-results/doc_bolter.tsv	199ea9617f91d6d8ff47aee071a97cabb28e0377d1f95dc73ea250f94580b1a4	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-doc-d3e2a148b07c	doc/word95_large.doc/603136	shotgun	42	100	2	random-4096-byte-overwrite-v1	word95_large.doc	603136	unknown	docs/corruption-sweep-results/doc_shotgun.tsv	d3e2a148b07cce8f9c3d213895f9f26f1d1dae4a3720b001b95ff3f94b87beda	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-doc-a5f4f2b83fee	doc/word95_large.doc/603136	sniper	42	100	1	single-bit-v1	word95_large.doc	603136	unknown	docs/corruption-sweep-results/doc_sniper.tsv	a5f4f2b83feeeadcee5dc5ece018af8f038d2f65c76f3f86bf156505dbfb3ba2	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dpx-209b3e443c6b	dpx/sample.dpx/1844864	bolter	42	100	0	contiguous-byte-span-v1	sample.dpx	1844864	unknown	docs/corruption-sweep-results/dpx_bolter.tsv	209b3e443c6b7618d96c965b7ae185d13d9d842e20e7c50a8f3cf83e62d1675e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dpx-529c9b9a8937	dpx/sample.dpx/1844864	shotgun	42	100	0	random-4096-byte-overwrite-v1	sample.dpx	1844864	unknown	docs/corruption-sweep-results/dpx_shotgun.tsv	529c9b9a893737e80f2708702421c2ceb274a32ee420f92bbf58a642b3541aee	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dpx-564d2aa890c0	dpx/sample.dpx/1844864	sniper	42	100	0	single-bit-v1	sample.dpx	1844864	unknown	docs/corruption-sweep-results/dpx_sniper.tsv	564d2aa890c09e59b9cf642f3ec4f026835227d05faa02ebc84158468452a40a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-ds_store-0e09806c16de	ds_store/sample.ds_store/10244	bolter	42	100	0	contiguous-byte-span-v1	sample.ds_store	10244	unknown	docs/corruption-sweep-results/ds_store_bolter.tsv	0e09806c16de30721deab059c957d4b8b84f8cd304fd261010dc9b66c59da78e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-ds_store-3e86c6def20f	ds_store/sample.ds_store/10244	shotgun	42	100	25	random-4096-byte-overwrite-v1	sample.ds_store	10244	unknown	docs/corruption-sweep-results/ds_store_shotgun.tsv	3e86c6def20f0f9b0ec6d5d64eaa8e000d20e752a904c16403d36bbb540b25ae	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-ds_store-93a8dddc7dda	ds_store/sample.ds_store/10244	sniper	42	100	0	single-bit-v1	sample.ds_store	10244	unknown	docs/corruption-sweep-results/ds_store_sniper.tsv	93a8dddc7dda1c2edd5852e560432863ee652a907e5517302b74528b707da3f4	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dv-23536fb3b702	dv/sample.dv/360000	bolter	42	100	3	contiguous-byte-span-v1	sample.dv	360000	unknown	docs/corruption-sweep-results/dv_bolter.tsv	23536fb3b7023df38a5d8107c3de33494055b8479946dd59ed754cae844df677	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dv-2842b034c854	dv/sample.dv/360000	shotgun	42	100	0	random-4096-byte-overwrite-v1	sample.dv	360000	unknown	docs/corruption-sweep-results/dv_shotgun.tsv	2842b034c854ecd51d1298c6d6f1977d8a9e52b4de5d8d7743fb1f75c666f1bf	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-dv-26addce724dd	dv/sample.dv/360000	sniper	42	100	0	single-bit-v1	sample.dv	360000	unknown	docs/corruption-sweep-results/dv_sniper.tsv	26addce724ddae688bd488da2e478b2e1ea7d97325e6e575299ba93e21550447	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-eac3-1f873fed7916	eac3/sample1_5.1_640kbps.eac3/4174080	bolter	42	100	100	contiguous-byte-span-v1	sample1_5.1_640kbps.eac3	4174080	unknown	docs/corruption-sweep-results/eac3_bolter.tsv	1f873fed7916cf00b833bcdb3ef2c975bb2d9cb5154122031119328e2811e589	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-eac3-d6f21b439490	eac3/sample3_5.1_256kbps.eac3/1215488	shotgun	42	100	85	random-4096-byte-overwrite-v1	sample3_5.1_256kbps.eac3	1215488	unknown	docs/corruption-sweep-results/eac3_shotgun.tsv	d6f21b4394908486a1be28ee90d521ec12ae85cdd517055c44fd0ae886a807c4	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-eac3-975ac5cbd453	eac3/sample3_5.1_256kbps.eac3/1215488	sniper	42	100	81	single-bit-v1	sample3_5.1_256kbps.eac3	1215488	unknown	docs/corruption-sweep-results/eac3_sniper.tsv	975ac5cbd4536e86621ccf141cac5e5eee8eaaf4177dde70866b806b5a6b3464	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-eac3_large-7da1fae27f48	eac3_large/sample1_5.1_640kbps.eac3/4174080	shotgun	42	100	100	random-4096-byte-overwrite-v1	sample1_5.1_640kbps.eac3	4174080	unknown	docs/corruption-sweep-results/eac3_large_shotgun.tsv	7da1fae27f48ad78e51d6aa4b9bb0c63e6d2ab3aac0c2bab0c87fa24b81ce29a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-eac3_large-7fdf5a8ff593	eac3_large/sample1_5.1_640kbps.eac3/4174080	sniper	42	100	100	single-bit-v1	sample1_5.1_640kbps.eac3	4174080	unknown	docs/corruption-sweep-results/eac3_large_sniper.tsv	7fdf5a8ff5939568179e14557e3fbb8286af58b99795e5fce60d954cf2e09837	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-fits-6fd0440a09f8	fits/sample.fits/699840	bolter	42	100	0	contiguous-byte-span-v1	sample.fits	699840	unknown	docs/corruption-sweep-results/fits_bolter.tsv	6fd0440a09f8fd5dd62f3df26f150b37e74c3e34292e03f2152dba67343b5a1a	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-fits-ede7cc17bb45	fits/sample.fits/699840	shotgun	42	100	2	random-4096-byte-overwrite-v1	sample.fits	699840	unknown	docs/corruption-sweep-results/fits_shotgun.tsv	ede7cc17bb45577f9da75d0a7440ecd0713118c0c0da8b3786698c3a7990ac95	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-fits-4df38363f3db	fits/sample.fits/699840	sniper	42	100	0	single-bit-v1	sample.fits	699840	unknown	docs/corruption-sweep-results/fits_sniper.tsv	4df38363f3db2f6cc9c72ba369c9e2911b96c45663016727e2a290a5824072de	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-fits_checksum-c8a175c89899	fits_checksum/sample_with_checksum.fits/5760	shotgun	42	100	100	random-4096-byte-overwrite-v1	sample_with_checksum.fits	5760	unknown	docs/corruption-sweep-results/fits_checksum_shotgun.tsv	c8a175c898995b46117755090a4860e4056b29ae185625718b69752eef04ed4e	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-fits_checksum-97022434c60e	fits_checksum/sample_with_checksum.fits/5760	sniper	42	100	100	single-bit-v1	sample_with_checksum.fits	5760	unknown	docs/corruption-sweep-results/fits_checksum_sniper.tsv	97022434c60e8d9406a2927683fb1657d5d3151191867e5899169b215fa8181b	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-flac-5cfa28bd5f73	flac/generated_middle_c.flac/44333	shotgun	42	100	88	random-4096-byte-overwrite-v1	generated_middle_c.flac	44333	unknown	docs/corruption-sweep-results/flac_shotgun.tsv	5cfa28bd5f73ad31fa8ef1cfffe36b455aacc45b7c3e25279232287e4fe3c716	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-flac-c0f4d848eba5	flac/generated_middle_c.flac/44333	sniper	42	100	80	single-bit-v1	generated_middle_c.flac	44333	unknown	docs/corruption-sweep-results/flac_sniper.tsv	c0f4d848eba531d34a471129a42219f712b90dc0bf2223a4d0d40a7bb0f96d23	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-flac-091fae275ed5	flac/generated_pinknoise.flac/404799	bolter	42	100	96	contiguous-byte-span-v1	generated_pinknoise.flac	404799	unknown	docs/corruption-sweep-results/flac_bolter.tsv	091fae275ed5738f77e67e51c94d32ac19580431fb34f5c5921f99c4d0e46384	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-gb-b5654b28fe37	gb/Addams Family, The (USA).gb/131072	bolter	42	100	100	contiguous-byte-span-v1	Addams Family, The (USA).gb	131072	unknown	docs/corruption-sweep-results/gb_bolter.tsv	b5654b28fe373bdd1c0d02828b71ae690827b6a351a6c9c12161e3dbceff8066	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-gb-51bb36486a7d	gb/Addams Family, The (USA).gb/131072	shotgun	42	100	1	random-4096-byte-overwrite-v1	Addams Family, The (USA).gb	131072	unknown	docs/corruption-sweep-results/gb_shotgun.tsv	51bb36486a7d24ba43bbe96870db9be832d8d39f63a738eb2cd46bbf8f6545e0	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-gb-6f577283b5bb	gb/Addams Family, The (USA).gb/131072	sniper	42	100	0	single-bit-v1	Addams Family, The (USA).gb	131072	unknown	docs/corruption-sweep-results/gb_sniper.tsv	6f577283b5bb275ba0f05108afa02a5fa2a219a0051e526adbacd184a223c544	unknown	unknown	unknown	unknown	historical-raw-incomplete
2026-03-06	legacy-2026-03-06-gba-8b72a50a5291	gba/0579 - Densetsu no Stafy.gba/8388608	bolter	42	100	0	contiguous-byte-span-v1	0579 - Densetsu no Stafy.gba	8388608	unknown	docs/corruption-sweep-results/gba_bolter.tsv	8b72a50a5291187634090e1574b1d2d912a836f01c1017e36fafae78a229a2e9	unknown	unknown	unknown	unknown	historical-raw-incomplete
